contig_14252	0	1513	contig_14252	JAOTOJ010000009.1	76.937	2788	563	65	1540	4296	14670074	14667336	0.0
contig_14252	0	1513	contig_14252	CM077935.1	76.937	2788	563	65	1540	4296	14670074	14667336	0.0
contig_14252	0	974	contig_14252	OZ184078.1	78.694	1516	284	31	2720	4222	5403581	5402092	0.0
contig_14252	0	865	contig_14252	OZ203522.1	79.689	1221	231	13	3005	4220	3160611	3159403	0.0
contig_14252	0	787	contig_14252	OZ187408.1	72.296	2848	679	94	1452	4250	46448606	46445820	0.0
contig_18575	0	1358	contig_18575	OZ184078.1	79.115	2078	352	42	4628	6639	17582848	17580787	0.0
contig_18575	0	1349	contig_18575	JAOTOJ010000009.1	78.970	2097	353	46	4625	6652	39508169	39510246	0.0
contig_18575	0	1349	contig_18575	CM077935.1	78.970	2097	353	46	4625	6652	39508169	39510246	0.0
contig_18575	0	1275	contig_18575	OX365972.1	77.727	2209	407	44	4628	6775	5852585	5850401	0.0
contig_18575	0	1258	contig_18575	CM101943.1	77.554	2232	405	61	4628	6787	35873484	35871277	0.0
contig_7176	0	564	contig_7176	JAOTOJ010000009.1	86.111	540	55	11	8948	9469	65633480	65632943	7.77e-158
contig_7176	0	564	contig_7176	CM077935.1	86.111	540	55	11	8948	9469	65633480	65632943	7.77e-158
contig_7176	0	545	contig_7176	OX365972.1	93.261	371	24	1	6964	7334	3236064	3236433	2.82e-152
contig_7176	0	542	contig_7176	OZ077565.1	93.011	372	25	1	6964	7335	28872410	28872040	3.64e-151
contig_7176	0	542	contig_7176	NC_138210.1	93.011	372	25	1	6964	7335	28872410	28872040	3.64e-151
contig_9022	0	3513	contig_9022	JAOTOJ010000009.1	94.732	2278	89	7	41747	43998	1236036	1238308	0.0
contig_9022	0	3513	contig_9022	CM077935.1	94.732	2278	89	7	41747	43998	1236036	1238308	0.0
contig_9022	0	3177	contig_9022	OZ077565.1	92.566	2233	137	12	41745	43953	35783779	35781552	0.0
contig_9022	0	3177	contig_9022	NC_138210.1	92.566	2233	137	12	41745	43953	35783779	35781552	0.0
contig_9022	0	3153	contig_9022	OX365972.1	91.835	2278	160	6	41745	43998	44517847	44520122	0.0
contig_8948	0	758	contig_8948	JAOTOJ010000009.1	88.997	618	60	4	744	1355	47448429	47449044	0.0
contig_8948	0	758	contig_8948	CM077935.1	88.997	618	60	4	744	1355	47448429	47449044	0.0
contig_8948	0	728	contig_8948	CM101943.1	88.149	616	67	2	744	1354	9773564	9774178	0.0
contig_8948	0	712	contig_8948	OZ077565.1	87.662	616	70	2	744	1354	37237734	37238348	0.0
contig_8948	0	712	contig_8948	NC_138210.1	87.662	616	70	2	744	1354	37237734	37238348	0.0
contig_692	0	18973	contig_692	JAOTOJ010000009.1	96.435	11558	317	36	168177	179666	12658162	12646632	0.0
contig_692	0	18973	contig_692	CM077935.1	96.435	11558	317	36	168177	179666	12658162	12646632	0.0
contig_692	0	7204	contig_692	OZ077565.1	91.808	5310	228	68	41310	46453	55340240	55345508	0.0
contig_692	0	7204	contig_692	NC_138210.1	91.808	5310	228	68	41310	46453	55340240	55345508	0.0
contig_692	0	5685	contig_692	OX365972.1	88.399	4784	474	30	32837	37568	38340725	38335971	0.0
contig_8880	0	3330	contig_8880	JAOTOJ010000009.1	94.429	2190	81	19	58423	60587	44955117	44957290	0.0
contig_8880	0	3330	contig_8880	CM077935.1	94.429	2190	81	19	58423	60587	44955117	44957290	0.0
contig_8880	0	2974	contig_8880	OX365972.1	91.495	2187	148	21	58423	60587	7204741	7206911	0.0
contig_8880	0	2856	contig_8880	OZ077565.1	90.572	2185	164	19	58423	60587	25424003	25426165	0.0
contig_8880	0	2856	contig_8880	NC_138210.1	90.572	2185	164	19	58423	60587	25424003	25426165	0.0
contig_14034	0	601	contig_14034	OZ077565.1	90.909	451	35	4	13006	13455	75290658	75290213	7.82e-169
contig_14034	0	601	contig_14034	NC_138210.1	90.909	451	35	4	13006	13455	75290658	75290213	7.82e-169
contig_14034	0	599	contig_14034	JAOTOJ010000009.1	91.051	447	35	3	13006	13452	361838	362279	2.81e-168
contig_14034	0	599	contig_14034	CM077935.1	91.051	447	35	3	13006	13452	361838	362279	2.81e-168
contig_14034	0	597	contig_14034	CM101943.1	90.549	455	37	4	13006	13460	46143489	46143041	1.01e-167
contig_3748	0	5493	contig_3748	JAOTOJ010000009.1	93.591	3729	163	37	28064	31769	15231359	15235034	0.0
contig_3748	0	5493	contig_3748	CM077935.1	93.591	3729	163	37	28064	31769	15231359	15235034	0.0
contig_3748	0	3784	contig_3748	JADPQB010000117.1	95.826	2348	89	8	29419	31762	88914	86572	0.0
contig_3748	0	2361	contig_3748	OX365972.1	84.640	2474	269	48	51662	54068	41750562	41752991	0.0
contig_3748	0	2357	contig_3748	OZ077565.1	84.606	2475	270	46	51662	54068	997864	1000295	0.0
contig_10087	0	776	contig_10087	JAOTOJ010000009.1	93.346	526	33	2	4839	5363	65557478	65558002	0.0
contig_10087	0	776	contig_10087	CM077935.1	93.346	526	33	2	4839	5363	65557478	65558002	0.0
contig_10087	0	760	contig_10087	OZ077565.1	92.628	529	38	1	4835	5363	25838350	25837823	0.0
contig_10087	0	760	contig_10087	NC_138210.1	92.628	529	38	1	4835	5363	25838350	25837823	0.0
contig_10087	0	754	contig_10087	OX365972.1	92.734	523	37	1	4835	5357	38405107	38405628	0.0
contig_17116	0	1652	contig_17116	JAOTOJ010000009.1	78.906	2522	468	53	269	2767	14667414	14669894	0.0
contig_17116	0	1652	contig_17116	CM077935.1	78.906	2522	468	53	269	2767	14667414	14669894	0.0
contig_17116	0	1423	contig_17116	JADPQB010000117.1	78.681	2214	416	39	572	2767	35168	37343	0.0
contig_17116	0	1134	contig_17116	JADPQB010000410.1	80.156	1542	286	20	273	1803	20531	18999	0.0
contig_17116	0	976	contig_17116	OZ184078.1	76.771	1877	354	56	665	2526	17777799	17775990	0.0
contig_17580	0	2084	contig_17580	JAOTOJ010000009.1	84.906	2067	307	5	2100	4165	59647819	59645757	0.0
contig_17580	0	2084	contig_17580	CM077935.1	84.906	2067	307	5	2100	4165	59647819	59645757	0.0
contig_17580	0	1249	contig_17580	CM101943.1	81.010	1722	198	77	7568	9223	38269952	38268294	0.0
contig_17580	0	941	contig_17580	OZ077565.1	78.241	1774	172	127	7548	9223	18947770	18946113	0.0
contig_17580	0	941	contig_17580	NC_138210.1	78.241	1774	172	127	7548	9223	18947770	18946113	0.0
contig_7125	0	1757	contig_7125	JAOTOJ010000009.1	87.251	1608	122	51	2965	4525	63793770	63795341	0.0
contig_7125	0	1757	contig_7125	CM077935.1	87.251	1608	122	51	2965	4525	63793770	63795341	0.0
contig_7125	0	1131	contig_7125	OZ077565.1	85.714	1078	147	6	4523	5595	35495700	35496775	0.0
contig_7125	0	1131	contig_7125	NC_138210.1	85.714	1078	147	6	4523	5595	35495700	35496775	0.0
contig_7125	0	1098	contig_7125	OX365972.1	85.250	1078	146	8	4523	5595	6154198	6155267	0.0
contig_16125	0	1083	contig_16125	JAOTOJ010000009.1	87.500	976	74	21	19801	20755	58106588	58105640	0.0
contig_16125	0	1083	contig_16125	CM077935.1	87.500	976	74	21	19801	20755	58106588	58105640	0.0
contig_16125	0	876	contig_16125	OZ187408.1	83.265	980	137	17	19801	20755	83342928	83341951	0.0
contig_16125	0	736	contig_16125	CM101943.1	84.430	790	77	15	31940	32711	25425738	25426499	0.0
contig_16125	0	734	contig_16125	OZ077565.1	90.300	567	46	4	19780	20342	52328572	52329133	0.0
contig_17284	0	1439	contig_17284	JAOTOJ010000009.1	85.106	1504	119	42	5616	7044	6441097	6439624	0.0
contig_17284	0	1439	contig_17284	CM077935.1	85.106	1504	119	42	5616	7044	6441097	6439624	0.0
contig_17284	0	453	contig_17284	OZ077565.1	89.008	373	32	5	5	372	53200349	53199981	1.09e-124
contig_17284	0	453	contig_17284	NC_138210.1	89.008	373	32	5	5	372	53200349	53199981	1.09e-124
contig_17284	0	429	contig_17284	CM101943.1	88.398	362	35	4	5	366	25096636	25096990	1.84e-117
contig_10714	0	756	contig_10714	JAOTOJ010000009.1	90.256	585	48	5	2023	2605	3141750	3141173	0.0
contig_10714	0	756	contig_10714	CM077935.1	90.256	585	48	5	2023	2605	3141750	3141173	0.0
contig_10714	0	562	contig_10714	OZ077565.1	95.480	354	12	4	4317	4668	49939645	49939294	1.59e-157
contig_10714	0	562	contig_10714	NC_138210.1	95.480	354	12	4	4317	4668	49939645	49939294	1.59e-157
contig_10714	0	549	contig_10714	CM101943.1	94.872	351	18	0	4318	4668	10016381	10016031	1.24e-153
contig_12401	0	1024	contig_12401	JAOTOJ010000009.1	90.506	790	54	12	1758	2534	24856166	24855385	0.0
